,Coinpair,Close,Volume,50DSMA,200DSMA,MarketPhase
2022-11-24,CAKEBUSD,3.979,1669334399999.0,4.343540000000001,4.05769,distribution
2022-11-24,CELOBUSD,0.508,1669334399999.0,0.6446000000000001,0.91959,bearish
2022-11-24,CELRBUSD,0.01182,1669334399999.0,0.013769199999999999,0.016744250000000002,bearish
2022-11-24,CFXBUSD,0.0278,1669334399999.0,0.035662,0.05335549999999999,bearish
2022-11-24,CHESSBUSD,0.202,1669334399999.0,0.22914,0.284105,bearish
2022-11-24,CHRBUSD,0.1136,1669334399999.0,0.135968,0.17792249999999998,bearish
2022-11-24,CHZBUSD,0.1792,1669334399999.0,0.20778000000000002,0.165749,warning
2022-11-24,CITYBUSD,4.22,1669334399999.0,5.4096,5.5806,bearish
2022-11-24,CKBBUSD,0.00255,1669334399999.0,0.0032866,0.0039423,bearish
2022-11-24,CLVBUSD,0.06152,1669334399999.0,0.0770992,0.09970735,bearish
2022-11-24,COCOSBUSD,0.4806,1669334399999.0,0.548106,0.669161,bearish
2022-11-24,COMPBUSD,38.16,1669334399999.0,47.825599999999994,53.20755,bearish
2022-11-24,COSBUSD,0.00453,1669334399999.0,0.005211400000000001,0.00651195,bearish
2022-11-24,COTIBUSD,0.0745,1669334399999.0,0.094162,0.1022615,bearish
2022-11-24,CREAMBUSD,10.08,1669334399999.0,11.2152,16.7618,bearish
2022-11-24,CRVBUSD,0.692,1669334399999.0,0.7957400000000001,1.03123,bearish
2022-11-24,CTKBUSD,0.754,1669334399999.0,0.81296,0.860635,bearish
2022-11-24,CTSIBUSD,0.1079,1669334399999.0,0.126912,0.1550655,bearish
2022-11-24,CTXCBUSD,0.0856,1669334399999.0,0.097328,0.120406,bearish
2022-11-24,CVPBUSD,0.343,1669334399999.0,0.379192,0.35159399999999996,distribution
2022-11-24,CVXBUSD,4.396,1669334399999.0,4.92484,6.228540000000001,bearish
2022-11-24,DARBUSD,0.13587,1669334399999.0,0.178719,0.2833568,bearish
2022-11-24,DASHBUSD,42.58,1669334399999.0,39.7538,46.887100000000004,recovery
2022-11-24,DATABUSD,0.02622,1669334399999.0,0.028669600000000003,0.0313205,bearish
2022-11-24,DEGOBUSD,1.424,1669334399999.0,1.6300800000000002,1.69417,bearish
2022-11-24,DENTBUSD,0.000684,1669334399999.0,0.00080946,0.0009745950000000001,bearish
2022-11-24,DEXEBUSD,2.354,1669334399999.0,2.76386,3.10423,bearish
2022-11-24,DFBUSD,0.0426,1669334399999.0,0.040541999999999995,0.038361,bullish
2022-11-24,DGBBUSD,0.00722,1669334399999.0,0.008277,0.010154350000000001,bearish
2022-11-24,DIABUSD,0.325,1669334399999.0,0.36762,0.40725,bearish
2022-11-24,DOCKBUSD,0.01605,1669334399999.0,0.0180366,0.02033245,bearish
2022-11-24,DODOBUSD,0.121,1669334399999.0,0.124996,0.1402545,bearish
2022-11-24,DOGEBUSD,0.08174,1669334399999.0,0.0817784,0.0726065,warning
2022-11-24,DOTBUSD,5.45,1669334399999.0,6.1026,7.4751,bearish
2022-11-24,DUSKBUSD,0.0902,1669334399999.0,0.113826,0.127741,bearish
2022-11-24,DYDXBUSD,1.952,1669334399999.0,1.69024,1.73967,accumulation
2022-11-24,EGLDBUSD,42.37,1669334399999.0,52.078599999999994,58.2272,bearish
2022-11-24,ELFBUSD,0.1235,1669334399999.0,0.125542,0.1500125,bearish
2022-11-24,ENJBUSD,0.3052,1669334399999.0,0.397864,0.524425,bearish
2022-11-24,ENSBUSD,13.26,1669334399999.0,15.908800000000001,13.257200000000001,warning
2022-11-24,EOSBUSD,0.905,1669334399999.0,1.02784,1.1937,bearish
2022-11-24,ERNBUSD,1.865,1669334399999.0,2.4467399999999997,1.99888,distribution
2022-11-24,ETCBUSD,20.43,1669334399999.0,22.857,25.5409,bearish
2022-11-24,ETHBUSD,1201.03,1669334399999.0,1347.8857999999998,1502.5631,bearish
2022-11-24,EURBUSD,1.0418,1669334399999.0,0.999008,1.0175315,accumulation
